Circuit: * C:\Users\user\Documents\LTspiceXVII\file\Montecarlo\monte_SiC.asc
    88	4.97123	1.3547e-006
    89	5.00861	1.35527e-006
    90	5.16725	1.35771e-006
    91	5.37688	1.36093e-006
    92	5.38043	1.361e-006
    93	5.38525	1.36108e-006
    94	5.39848	1.36133e-006
    95	5.46801	1.36261e-006
    96	5.6673	1.36628e-006
    97	5.73214	1.36749e-006
    98	5.73784	1.36761e-006
    99	5.75803	1.36806e-006
   100	5.84144	1.3699e-006
   101	6.02387	1.37394e-006
   102	6.02977	1.3741e-006
   103	6.05251	1.3747e-006
   104	6.1256	1.37664e-006
   105	6.26998	1.38047e-006
   106	6.28192	1.38085e-006
   107	6.32656	1.38227e-006
   108	6.46037	1.38653e-006
   109	6.48748	1.38748e-006
   110	6.53454	1.38928e-006
   111	6.64585	1.39354e-006
   112	6.6723	1.39475e-006
   113	6.75547	1.39856e-006
   114	6.80596	1.40105e-006
   115	6.87694	1.40495e-006
   116	6.92865	1.40805e-006
   117	7.00492	1.41309e-006
   118	7.04923	1.41659e-006
   119	7.10696	1.42148e-006
   120	7.16522	1.42719e-006
   121	7.21939	1.43351e-006
   122	7.26964	1.44061e-006
   123	3.78575	2.00734e-006
   124	3.79179	2.0074e-006
   125	3.80152	2.0075e-006
   126	3.82036	2.00769e-006
   127	3.85941	2.0081e-006
   128	3.91798	2.0087e-006
   129	3.93234	2.00886e-006
   130	3.86499	2.00816e-006
   131	3.80032	2.00749e-006
   132	3.82486	2.00775e-006
   133	3.95892	2.00916e-006
   134	4.14653	2.01114e-006
   135	4.1519	2.01121e-006
   136	4.15609	2.01126e-006
   137	4.1608	2.01131e-006
   138	4.16683	2.01139e-006
   139	4.174	2.01147e-006
   140	4.1797	2.01154e-006
   141	4.17885	2.01153e-006
   142	4.161	2.01132e-006
   143	4.17162	2.01145e-006
   144	4.20089	2.01181e-006
   145	4.35872	2.01375e-006
   146	4.77265	2.01884e-006
   147	4.77809	2.01892e-006
   148	4.78104	2.01896e-006
   149	4.78299	2.01899e-006
   150	4.78401	2.01901e-006
   151	4.78499	2.01902e-006
   152	4.79228	2.01913e-006
   153	4.81156	2.01943e-006
   154	4.9084	2.02089e-006
   155	5.20548	2.0254e-006
   156	5.41988	2.02866e-006
   157	5.42176	2.02869e-006
   158	5.42447	2.02875e-006
   159	5.42929	2.02884e-006
   160	5.44211	2.02909e-006
   161	5.51189	2.03046e-006
   162	5.709	2.03432e-006
   163	5.91774	2.03841e-006
   164	5.92123	2.0385e-006
   165	5.9272	2.03866e-006
   166	5.9508	2.03927e-006
   167	6.04593	2.04172e-006
   168	6.29517	2.04813e-006
   169	6.30011	2.0483e-006
   170	6.31415	2.04878e-006
   171	6.37054	2.05069e-006
   172	6.53014	2.05609e-006
   173	6.59062	2.05822e-006
   174	6.62192	2.05961e-006
   175	6.71551	2.06378e-006
   176	6.81101	2.06815e-006
   177	6.85029	2.07044e-006
   178	6.96258	2.07702e-006
   179	6.99913	2.0797e-006
   180	7.08536	2.08634e-006
   181	7.13175	2.09077e-006
   182	7.20135	2.09807e-006
   183	7.26043	2.10593e-006
   184	3.68458	2.50636e-006
   185	3.67559	2.50628e-006
   186	3.69942	2.50651e-006
   187	3.82846	2.50779e-006
   188	3.92761	2.50878e-006
   189	3.933	2.50884e-006
   190	3.93901	2.5089e-006
   191	3.94914	2.50901e-006
   192	3.97157	2.50926e-006
   193	4.0395	2.51e-006
   194	4.16106	2.51133e-006
   195	4.32062	2.51308e-006
   196	4.4088	2.51406e-006
   197	4.40742	2.51407e-006
   198	4.38201	2.51382e-006
   199	4.08213	2.51051e-006
   200	3.96073	2.50916e-006
   201	4.01421	2.50976e-006
   202	4.27497	2.51271e-006
   203	4.39867	2.51412e-006
   204	4.4032	2.51418e-006
   205	4.40704	2.51423e-006
   206	4.41141	2.51429e-006
   207	4.41664	2.51436e-006
   208	4.42201	2.51444e-006
   209	4.42493	2.51448e-006
   210	4.4222	2.51444e-006
   211	4.41424	2.51434e-006
   212	4.42878	2.51454e-006
   213	4.47487	2.51518e-006
   214	4.70676	2.51838e-006
   215	5.16335	2.5247e-006
   216	5.16803	2.52478e-006
   217	5.17064	2.52483e-006
   218	5.17229	2.52486e-006
   219	5.1718	2.52485e-006
   220	5.17657	2.52494e-006
   221	5.18756	2.52514e-006
   222	5.22679	2.52585e-006
   223	5.40851	2.52914e-006
   224	5.82279	2.53663e-006
   225	5.82597	2.53671e-006
   226	5.82883	2.53678e-006
   227	5.83373	2.53691e-006
   228	5.84817	2.53727e-006
   229	5.92371	2.53917e-006
   230	6.12988	2.54434e-006
   231	6.31133	2.54891e-006
   232	6.31664	2.5491e-006
   233	6.33665	2.54981e-006
   234	6.40926	2.55237e-006
   235	6.6063	2.55932e-006
   236	6.66257	2.56142e-006
   237	6.69477	2.56302e-006
   238	6.78945	2.56773e-006
   239	6.90722	2.57373e-006
   240	6.94602	2.57645e-006
   241	7.05319	2.58396e-006
   242	7.10388	2.58836e-006
   243	7.1888	2.59675e-006
   244	7.23826	2.60327e-006
   245	3.73014	3.34014e-006
   246	3.8398	3.34121e-006
   247	3.84536	3.34127e-006
   248	3.85119	3.34133e-006
   249	3.86053	3.34143e-006
   250	3.87972	3.34163e-006
   251	3.92838	3.34214e-006
   252	4.01801	3.34309e-006
   253	4.10057	3.34397e-006
   254	4.13133	3.3443e-006
   255	4.0517	3.34347e-006
   256	3.89473	3.3418e-006
   257	3.87726	3.34162e-006
   258	3.95235	3.34243e-006
   259	4.2499	3.34566e-006
   260	4.25649	3.34574e-006
   261	4.26097	3.3458e-006
   262	4.26568	3.34585e-006
   263	4.27207	3.34593e-006
   264	4.28133	3.34605e-006
   265	4.29375	3.34621e-006
   266	4.30598	3.34637e-006
   267	4.30749	3.34639e-006
   268	4.29284	3.34621e-006
   269	4.27405	3.34597e-006
   270	4.29403	3.34623e-006
   271	4.37082	3.34723e-006
   272	4.69496	3.35143e-006
   273	4.94391	3.35468e-006
   274	4.94837	3.35475e-006
   275	4.95208	3.35481e-006
   276	4.95621	3.35488e-006
   277	4.96096	3.35496e-006
   278	4.96508	3.35503e-006
   279	4.96574	3.35504e-006
   280	4.9554	3.35487e-006
   281	4.96546	3.35504e-006
   282	4.99505	3.35554e-006
   283	5.15102	3.35817e-006
   284	5.55088	3.36491e-006
   285	5.63657	3.36638e-006
   286	5.63951	3.36645e-006
   287	5.64143	3.3665e-006
   288	5.64093	3.36649e-006
   289	5.64624	3.36662e-006
   290	5.66062	3.36696e-006
   291	5.73831	3.36881e-006
   292	5.9527	3.37392e-006
   293	6.25273	3.38108e-006
   294	6.25642	3.38121e-006
   295	6.26262	3.38144e-006
   296	6.28888	3.38237e-006
   297	6.38446	3.38578e-006
   298	6.62712	3.39443e-006
   299	6.71456	3.39768e-006
   300	6.74547	3.3994e-006
   301	6.83503	3.40439e-006
   302	7.00311	3.41383e-006
   303	7.03917	3.41701e-006
   304	7.13583	3.42554e-006
   305	7.21003	3.43339e-006


Date: Tue Mar 29 17:41:41 2022
Total elapsed time: 7.961 seconds.

tnom = 27
temp = 27
method = modified trap
totiter = 2228
traniter = 2206
tranpoints = 1090
accept = 1075
rejected = 15
matrix size = 11
fillins = 0
solver = Normal
Matrix Compiler1:      38 opcodes  0.1/[0.1]/0.1
Matrix Compiler2: off  [0.0]/0.1/0.1

